timestamp_ms,revid,cycle_count,gain_LSB_per_uT,x_uT,y_uT,z_uT,mag_uT,fx_uT,fy_uT,fz_uT,fmag_uT,lat_deg,lon_deg,alt_m,sats,hdop_m,spd_mps,course_deg,fix_valid
207217,34,200,74.92,-12.172985,7.327816,41.657768,44.014183,-11.44689,8.879339,41.738415,44.181095,43.067697,-89.411004,,4,14.8,1.03,265.6,0
207720,34,200,74.92,-11.038442,7.154298,41.857983,43.876209,-11.421796,8.825415,41.732006,44.157738,43.067697,-89.411004,,4,14.8,1.03,265.6,0
208223,34,200,74.92,-12.026161,7.674853,41.844635,44.209789,-11.382821,8.749066,41.737881,44.138027,43.067697,-89.411004,,4,14.8,1.03,265.6,0
208726,34,200,74.92,-10.170849,7.674853,42.418579,44.290916,-11.359863,8.718634,41.745888,44.133663,43.067697,-89.411004,,4,14.8,1.03,265.6,0
209229,34,200,74.92,-14.375334,7.714896,41.564335,44.651581,-11.454364,8.636947,41.745888,44.142025,43.067697,-89.411004,,4,14.8,1.03,265.6,0
209732,34,200,74.92,-10.317673,8.635879,41.951416,44.056259,-11.471982,8.545116,41.736813,44.12014,43.067697,-89.411004,,4,14.8,1.03,265.6,0
210235,34,200,74.92,-13.200747,7.08756,41.030434,43.680542,-11.516296,8.352911,41.713852,44.073139,43.067697,-89.411004,,4,14.8,1.03,265.6,0
210738,34,200,74.92,-10.998399,11.825948,40.910305,43.98262,-11.437813,8.425521,41.687157,44.041252,43.067697,-89.411004,,4,14.8,1.03,265.6,0
211242,34,200,74.92,-11.825948,12.172985,40.710091,44.106079,-11.456499,8.51842,41.648716,44.027611,43.067697,-89.411004,,4,14.8,1.03,265.6,0
211745,34,200,74.92,-8.969567,12.106247,41.524292,44.173309,-11.333168,8.639083,41.638569,44.009598,43.067697,-89.411004,,4,14.8,1.03,265.6,0
212248,34,200,74.92,-12.186333,13.561132,40.683395,44.581944,-11.394567,8.812067,41.581978,44.006245,43.067697,-89.411004,,4,14.8,1.03,265.6,0
212751,34,200,74.92,-8.07528,17.338495,40.670048,44.943146,-11.204497,9.178325,41.554214,44.006081,43.067697,-89.411004,,4,14.8,1.03,265.6,0
213254,34,200,74.92,-9.850508,15.790176,40.309666,44.398552,-11.183674,9.520022,41.494949,44.017452,43.067697,-89.411004,,4,14.8,1.03,265.6,0
213757,34,200,74.92,-16.938068,14.642285,39.495464,45.400288,-11.406312,9.668447,41.427143,44.04306,43.067697,-89.411004,,4,14.8,1.03,265.6,0
214260,34,200,74.92,-12.786973,9.757074,41.524292,44.530598,-11.494407,9.676455,41.406857,44.048641,43.067697,-89.411004,,4,14.8,1.03,265.6,0
214763,34,200,74.92,-12.680193,8.021891,42.084892,44.679707,-11.537119,9.613989,41.417004,44.055672,43.067697,-89.411004,,4,14.8,1.03,265.6,0
215267,34,200,74.92,-10.250935,7.941805,43.126003,45.03339,-11.49761,9.570744,41.460251,44.076599,43.067697,-89.411004,,4,14.8,1.03,265.6,0
215771,34,200,74.92,-11.478911,9.143086,42.084892,44.570164,-11.585705,9.702084,41.457577,44.125839,43.067697,-89.411004,,4,14.8,1.03,265.6,0
216277,34,200,74.92,-11.732515,5.99306,42.405231,44.404644,-11.585705,9.614524,41.493881,44.140797,43.067697,-89.411004,,4,14.8,1.03,265.6,0
216780,34,200,74.92,-11.532301,5.832889,42.391884,44.318035,-11.650841,9.565405,41.508835,44.161324,43.067697,-89.411004,,4,14.8,1.03,265.6,0
217283,34,200,74.92,-10.557929,4.404698,42.538708,44.050117,-11.639095,9.36092,41.551544,44.154572,43.067697,-89.411004,,4,14.8,1.03,265.6,0
217786,34,200,74.92,-10.27763,3.990924,42.899094,44.293221,-11.635892,9.208224,41.593189,44.160828,43.067697,-89.411004,,4,14.8,1.03,265.6,0
218289,34,200,74.92,-12.840364,9.143086,42.111588,44.965061,-11.633223,9.185801,41.639107,44.198711,43.067697,-89.411004,,4,14.8,1.03,265.6,0
218792,34,200,74.92,-11.719168,11.065136,42.15163,45.127995,-11.633756,9.367862,41.65192,44.249107,43.067697,-89.411004,,4,14.8,1.03,265.6,0
219295,34,200,74.92,-13.494394,13.761346,41.003738,45.307613,-11.659917,9.590499,41.638039,44.290604,43.067697,-89.411004,,4,14.8,1.03,265.6,0
219798,34,200,74.92,-11.051789,15.896957,40.843567,45.200134,-11.615069,9.933264,41.605469,44.32375,43.067697,-89.411004,,4,14.8,1.03,265.6,0
220302,34,200,74.92,-9.169782,21.089163,39.361988,45.587322,-11.540323,10.490659,41.50563,44.339039,43.067697,-89.411004,,4,14.8,1.03,265.6,0
220805,34,200,74.92,-8.182061,19.514149,39.802456,45.07753,-11.38656,10.964231,41.423939,44.337463,43.067697,-89.411004,,4,14.8,1.03,265.6,0
221308,34,200,74.92,-10.210892,15.563268,39.802456,43.93988,-11.388162,11.279768,41.319298,44.319382,43.067697,-89.411004,,4,14.8,1.03,265.6,0
221811,34,200,74.92,-9.970635,16.978111,39.615589,44.238724,-11.211974,11.650296,41.241348,44.297703,43.067697,-89.411004,,4,14.8,1.03,265.6,0
222314,34,200,74.92,-9.663642,20.448479,38.988255,45.073387,-11.185813,12.1228,41.122822,44.307686,43.067697,-89.411004,,4,14.8,1.03,265.6,0
222817,34,200,74.92,-11.892686,22.69087,36.906033,44.926239,-11.13349,12.746932,40.957848,44.31686,43.067697,-89.411004,,4,14.8,1.03,265.6,0
223320,34,200,74.92,-7.274426,23.198078,37.239723,44.473194,-10.984531,13.201818,40.811024,44.277393,43.067697,-89.411004,,4,14.8,1.03,265.6,0
223823,34,200,74.92,-6.873999,18.633209,38.454353,43.280315,-10.786454,13.460227,40.720795,44.223392,43.067697,-89.411004,,4,14.8,1.03,265.6,0
224327,34,200,74.92,-4.471437,16.938068,38.881474,42.64576,-10.606528,13.6535,40.615082,44.14183,43.067697,-89.411004,,4,14.8,1.03,265.6,0
224830,34,200,74.92,-5.525895,17.271757,38.454353,42.51572,-10.340111,13.801925,40.525917,44.042717,43.067697,-89.411004,,4,14.8,1.03,265.6,0
225333,34,200,74.92,-6.793914,15.736786,38.921516,42.528675,-10.288857,13.737857,40.455978,43.946281,43.067697,-89.411004,,4,14.8,1.03,265.6,0
225836,34,200,74.92,-7.314469,19.113722,38.08062,43.231579,-10.187414,13.870798,40.366814,43.882366,43.067697,-89.411004,,4,14.8,1.03,265.6,0
226339,34,200,74.92,-8.008543,21.342766,37.132942,43.571846,-9.830234,14.138817,40.272312,43.79953,43.067697,-89.411004,,4,14.8,1.03,265.6,0
226842,34,200,74.92,-8.582488,21.516285,35.864922,42.695457,-9.662054,14.609186,40.045937,43.708817,43.067697,-89.411004,,4,14.8,1.03,265.6,0
227345,34,200,74.92,-6.04645,22.463963,35.864922,42.749054,-9.396705,15.186869,39.797138,43.620537,43.067697,-89.411004,,4,14.8,1.03,265.6,0
227849,34,200,74.92,-1.348105,23.758677,35.878269,43.052784,-9.040591,15.819544,39.507229,43.506451,43.067697,-89.411004,,4,14.8,1.03,265.6,0
228352,34,200,74.92,3.096637,26.308064,34.85051,43.775124,-8.457569,16.506142,39.217854,43.38229,43.067697,-89.411004,,4,14.8,1.03,265.6,0
228858,34,200,74.92,4.271223,24.946609,35.945007,43.961578,-7.81742,17.264284,38.959446,43.324429,43.067697,-89.411004,,4,14.8,1.03,265.6,0
229362,34,200,74.92,4.951949,25.333691,36.011745,44.307602,-7.15805,18.044317,38.704239,43.299576,43.067697,-89.411004,,4,14.8,1.03,265.6,0
229865,34,200,74.92,2.282435,26.21463,35.504539,44.192631,-6.644435,18.916714,38.422874,43.339451,43.067697,-89.411004,,4,14.8,1.03,265.6,0
230368,34,200,74.92,0.98772,24.733049,36.065136,43.742352,-6.193821,19.746399,38.149513,43.401257,43.067697,-89.411004,,4,14.8,1.03,265.6,0
230871,34,200,74.92,1.748532,25.253605,36.091831,44.084263,-5.610266,20.39082,37.908722,43.40889,43.067697,-89.411004,,4,14.8,1.03,265.6,0
231374,34,200,74.92,5.352376,25.186867,35.491192,43.848042,-4.927403,20.955688,37.642303,43.363155,43.067697,-89.411004,,4,14.8,1.03,265.6,0
231877,34,200,74.92,4.297918,24.759745,35.664711,43.62899,-4.215711,21.395624,37.428741,43.318077,43.067697,-89.411004,,4,14.8,1.03,265.6,0
232380,34,200,74.92,6.727176,25.427122,34.890553,43.693752,-3.504553,21.776831,37.190624,43.239506,43.067697,-89.411004,,4,14.8,1.03,265.6,0
232883,34,200,74.92,5.205553,25.694075,35.33102,43.995049,-2.929539,21.961027,37.029385,43.151413,43.067697,-89.411004,,4,14.8,1.03,265.6,0
233387,34,200,74.92,6.873999,26.575014,35.05072,44.520065,-2.327297,22.243462,36.839317,43.096672,43.067697,-89.411004,,4,14.8,1.03,265.6,0
233890,34,200,74.92,5.99306,26.828617,36.118526,45.389862,-1.679139,22.694075,36.691959,43.175694,43.067697,-89.411004,,4,14.8,1.03,265.6,0
234393,34,200,74.92,8.368927,24.666311,37.092899,45.324928,-0.945556,23.001602,36.591049,43.230461,43.067697,-89.411004,,4,14.8,1.03,265.6,0
234896,34,200,74.92,7.594768,25.533903,36.278698,45.008942,-0.25522,23.205019,36.48267,43.237984,43.067697,-89.411004,,4,14.8,1.03,265.6,0
235399,34,200,74.92,9.303257,24.279232,36.892685,45.134266,0.592618,23.268555,36.482132,43.274967,43.067697,-89.411004,,4,14.8,1.03,265.6,0
235902,34,200,74.92,11.865991,25.707422,35.731449,45.589581,1.358234,23.368929,36.421803,43.295486,43.067697,-89.411004,,4,14.8,1.03,265.6,0
236405,34,200,74.92,12.813668,25.507208,35.170849,45.296761,2.145741,23.643888,36.290462,43.366291,43.067697,-89.411004,,4,14.8,1.03,265.6,0
236908,34,200,74.92,15.816872,21.689802,35.638016,44.617138,2.957273,23.833958,36.160721,43.409683,43.067697,-89.411004,,4,14.8,1.03,265.6,0
237412,34,200,74.92,18.259478,21.502937,35.584625,45.409805,3.908688,24.003206,36.045933,43.482655,43.067697,-89.411004,,4,14.8,1.03,265.6,0
237915,34,200,74.92,21.222637,17.672184,36.105179,45.456467,5.029351,24.080622,35.933277,43.547344,43.067697,-89.411004,,4,14.8,1.03,265.6,0
238418,34,200,74.92,22.730913,15.509877,35.998398,45.311539,6.231166,23.93647,35.849991,43.554607,43.067697,-89.411004,,4,14.8,1.03,265.6,0
238921,34,200,74.92,22.984518,12.933796,36.372131,44.927753,7.470888,23.600109,35.819557,43.541016,43.067516,-89.411594,,4,14.8,0.89,16.4,1
239424,34,200,74.92,24.145756,12.386546,36.585693,45.551697,8.780018,23.234919,35.848389,43.612579,43.067516,-89.411594,,4,14.8,0.89,16.4,0
239927,34,200,74.92,21.970102,11.545649,37.773624,45.197723,9.90068,22.798185,35.924736,43.684864,43.067522,-89.411585,,4,14.8,1.08,31.9,1
240430,34,200,74.92,20.32835,14.855846,37.052856,44.797905,10.767738,22.442072,35.971718,43.744202,43.067522,-89.411585,,4,14.8,1.08,31.9,0
240934,34,200,74.92,20.942339,14.268554,36.639084,44.548801,11.481566,21.960493,36.043262,43.740215,43.06753,-89.411574,,4,14.8,1.25,37.2,1
241440,34,200,74.92,20.074747,13.52109,37.680195,44.784065,12.113708,21.503471,36.112667,43.740894,43.06753,-89.411574,,4,14.8,1.25,37.2,0
241943,34,200,74.92,20.541912,12.64015,37.920448,44.941116,12.737306,20.995729,36.189014,43.734474,43.067537,-89.411562,,4,14.8,1.16,46.1,1
242446,34,200,74.92,19.781101,13.614523,37.973839,44.929497,13.437252,20.491726,36.287788,43.78669,43.067537,-89.411562,,4,14.8,1.16,46.1,0
242950,34,200,74.92,19.941271,16.137213,37.533371,45.462269,14.195395,20.147894,36.346519,43.914875,43.06754,-89.411552,,4,14.8,0.81,46.1,1
243453,34,200,74.92,19.927923,14.255206,37.960491,45.181103,14.922569,19.707956,36.421265,44.018124,43.06754,-89.411552,,4,14.8,0.81,46.1,0
243956,34,200,74.92,22.290443,13.561132,36.799252,45.110455,15.600093,19.242928,36.473587,44.090538,43.067548,-89.411544,,4,14.8,1.2,37.5,1
244459,34,200,74.92,22.370529,12.64015,36.91938,44.980602,16.322996,18.758142,36.523773,44.184772,43.067548,-89.411544,,4,14.8,1.2,37.5,0
244962,34,200,74.92,23.344902,13.667912,36.839294,45.704811,16.987707,18.287775,36.601723,44.302494,43.067554,-89.411537,,4,14.8,1.13,39.9,1
245465,34,200,74.92,25.413774,12.74693,36.398827,46.186783,17.796036,17.76989,36.644436,44.444153,43.067554,-89.411537,,4,14.8,1.13,39.9,0
245968,34,200,74.92,22.677523,10.904965,36.478912,44.315903,18.428177,17.143087,36.701561,44.50267,43.06756,-89.411528,,4,14.8,0.97,43.8,1
246471,34,200,74.92,20.982382,4.858516,37.640152,43.366421,19.027748,16.264284,36.762428,44.475365,43.06756,-89.411528,,4,14.8,0.97,43.8,0
246975,34,200,74.92,19.927923,5.085424,38.147358,43.338257,19.490108,15.481048,36.804604,44.430912,43.067564,-89.411515,,4,14.8,0.93,50.5,1
247478,34,200,74.92,19.020288,0.734116,38.41431,42.871548,19.947128,14.489057,36.89003,44.36998,43.067564,-89.411515,,4,14.8,0.93,50.5,0
247981,34,200,74.92,17.845703,0.600641,38.908169,42.809761,20.288826,13.541913,36.97065,44.292763,43.067564,-89.411515,,4,14.8,0.93,50.5,0
248484,34,200,74.92,18.286173,-3.764015,38.174053,42.494827,20.545635,12.363055,37.068356,44.147835,43.067564,-89.411515,,4,14.8,0.93,50.5,0
248987,34,200,74.92,15.44314,-6.513615,38.627872,42.107365,20.650812,11.082223,37.206635,43.972778,43.067564,-89.411515,,4,14.8,0.93,50.5,0
249490,34,200,74.92,17.485317,-6.513615,37.947144,42.286514,20.717552,9.954086,37.299,43.812283,43.067564,-89.411515,,4,14.8,0.93,50.5,0
249993,34,200,74.92,16.230646,-5.432461,38.614525,42.237743,20.636398,8.876671,37.420197,43.645473,43.067564,-89.411515,,4,14.8,0.93,50.5,0
250496,34,200,74.92,16.190603,-4.458089,39.175121,42.622768,20.435118,7.99146,37.542995,43.484871,43.067564,-89.411515,,4,14.8,0.93,50.5,0
251000,34,200,74.92,14.361986,-3.590497,39.72237,42.391331,20.100361,7.227445,37.691956,43.323711,43.067564,-89.411515,,4,14.8,0.93,50.5,0
251503,34,200,74.92,11.478911,-5.018687,40.856915,42.734531,19.640135,6.509346,37.871349,43.154903,43.067564,-89.411515,,4,14.8,0.93,50.5,0
252006,34,200,74.92,9.717031,-4.831821,41.324081,42.72525,19.062986,5.820611,38.060883,42.964027,43.067564,-89.411515,,4,14.8,0.93,50.5,0
252509,34,200,74.92,6.260011,-4.644955,41.604378,42.328331,18.434584,5.172987,38.214115,42.742393,43.067564,-89.411515,,4,14.8,0.93,50.5,0
253012,34,200,74.92,8.649226,-8.368927,40.696743,42.439049,17.967419,4.243996,38.359867,42.571342,43.067564,-89.411515,,4,14.8,0.93,50.5,0
253516,34,200,74.92,6.073145,-8.142018,40.696743,41.945206,17.37265,3.347573,38.522175,42.39072,43.067564,-89.411515,,4,14.8,0.93,50.5,0
254022,34,200,74.92,10.317673,-7.928457,39.869194,41.938854,16.982367,2.489591,38.609737,42.252937,43.067564,-89.411515,,4,14.8,0.93,50.5,0
254525,34,200,74.92,3.964229,-11.21196,39.57555,41.323689,16.31926,1.535507,38.675941,42.006004,43.067564,-89.411515,,4,14.8,0.93,50.5,0
255028,34,200,74.92,6.687133,-11.852643,39.148426,41.446377,15.795502,0.51682,38.722923,41.823795,43.067564,-89.411515,,4,14.8,0.93,50.5,0
255531,34,200,74.92,2.215697,-11.171917,40.202885,41.78508,15.086478,-0.575545,38.8297,41.661476,43.067564,-89.411515,,4,14.8,0.93,50.5,0
256034,34,200,74.92,3.35024,-8.84944,40.990391,42.068382,14.423371,-1.499731,38.950897,41.562668,43.067564,-89.411515,,4,14.8,0.93,50.5,0
256538,34,200,74.92,-0.080085,-8.355579,41.257343,42.095016,13.52855,-2.376399,39.129223,41.470051,43.067564,-89.411515,,4,14.8,0.93,50.5,0
257041,34,200,74.92,-2.642819,-9.436732,41.270691,42.418232,12.528016,-3.259475,39.303272,41.380219,43.067564,-89.411515,,4,14.8,0.93,50.5,0
257544,34,200,74.92,-5.859584,-9.703684,41.510944,43.030857,11.359837,-4.194338,39.490139,41.305077,43.067564,-89.411515,,4,14.8,0.93,50.5,0
258047,34,200,74.92,-5.76615,-6.353444,42.044849,42.911354,10.112639,-4.958353,39.715981,41.282078,43.067564,-89.411515,,4,14.8,0.93,50.5,0
258550,34,200,74.92,-7.221036,-7.688201,41.230648,42.558407,8.916697,-5.70208,39.906048,41.285759,43.067564,-89.411515,,4,14.8,0.93,50.5,0
259053,34,200,74.92,-11.091831,-5.619328,40.696743,42.553852,7.633728,-6.121194,40.028309,41.206898,43.067564,-89.411515,,4,14.8,0.93,50.5,0
259556,34,200,74.92,-8.395622,-5.99306,40.990391,42.268372,6.500786,-6.564333,40.142033,41.191425,43.067564,-89.411515,,4,14.8,0.93,50.5,0
260060,34,200,74.92,-8.101975,-1.441538,41.39082,42.200947,5.415895,-6.65136,40.261093,41.164646,43.067564,-89.411515,,4,14.8,0.93,50.5,0
260563,34,200,74.92,-7.354512,-0.293647,41.137215,41.790497,4.407887,-6.687131,40.350254,41.137455,43.067564,-89.411515,,4,14.8,0.93,50.5,0
261066,34,200,74.92,-8.035237,2.789642,40.443142,41.327896,3.355031,-6.424985,40.441017,41.08543,43.067564,-89.411515,,4,14.8,0.93,50.5,0
261569,34,200,74.92,-5.018687,5.258943,39.57555,40.237644,2.536557,-5.954083,40.478928,40.993034,43.067564,-89.411515,,4,14.8,0.93,50.5,0
262072,34,200,74.92,-1.281367,11.225307,39.121731,40.720501,1.78589,-5.244526,40.525909,40.902859,43.067564,-89.411515,,4,14.8,0.93,50.5,0
262575,34,200,74.92,-1.241324,12.560064,39.06834,41.056442,1.087011,-4.524826,40.54406,40.810249,43.067564,-89.411515,,4,14.8,0.93,50.5,0
263078,34,200,74.92,-1.48158,10.144154,40.429794,41.70932,0.380124,-3.940736,40.59425,40.78685,43.067564,-89.411515,,4,14.8,0.93,50.5,0
263581,34,200,74.92,-4.618259,5.419114,41.497597,42.103985,-0.379086,-3.580351,40.665257,40.824329,43.067564,-89.411515,,4,14.8,0.93,50.5,0
264085,34,200,74.92,0,-0.066738,42.164978,42.165031,-0.838242,-3.382273,40.717579,40.866413,43.067564,-89.411515,,4,14.8,0.93,50.5,0
264588,34,200,74.92,-0.293647,-3.083289,42.859051,42.970818,-1.238669,-3.312332,40.778976,40.932026,43.067564,-89.411515,,4,14.8,0.93,50.5,0
265091,34,200,74.92,4.738388,-4.084357,43.08596,43.537735,-1.299534,-3.289908,40.838242,40.99115,43.067564,-89.411515,,4,14.8,0.93,50.5,0
265594,34,200,74.92,3.163374,-4.28457,43.73999,44.063038,-1.518968,-3.126534,40.959972,41.107197,43.067564,-89.411515,,4,14.8,0.93,50.5,0
266098,34,200,74.92,4.711693,-3.924186,43.726643,44.154484,-1.573426,-2.95782,41.081165,41.217552,43.067564,-89.411515,,4,14.8,0.93,50.5,0
266604,34,200,74.92,2.495996,-7.327816,43.272827,43.959805,-1.886293,-2.933794,41.217316,41.364628,43.067564,-89.411515,,4,14.8,0.93,50.5,0
267107,34,200,74.92,3.416978,-4.938601,43.673252,44.084221,-1.908183,-2.68286,41.381222,41.511978,43.067564,-89.411515,,4,14.8,0.93,50.5,0
267610,34,200,74.92,1.601709,-4.137747,43.286175,43.512981,-2.1116,-2.374264,41.54673,41.668056,43.067564,-89.411515,,4,14.8,0.93,50.5,0
268113,34,200,74.92,1.094501,-5.592632,42.698879,43.077484,-2.156448,-2.151093,41.646568,41.757805,43.067564,-89.411515,,4,14.8,0.93,50.5,0
268616,34,200,74.92,-1.748532,-2.562734,43.139351,43.250763,-2.360399,-1.899625,41.732525,41.842369,43.067564,-89.411515,,4,14.8,0.93,50.5,0
269120,34,200,74.92,1.241324,-4.978644,42.32515,42.635033,-2.307543,-1.764547,41.775234,41.87611,43.067564,-89.411515,,4,14.8,0.93,50.5,0
269623,34,200,74.92,7.367859,-7.501335,41.417515,42.731323,-1.907116,-1.687131,41.781109,41.858627,43.067564,-89.411515,,4,14.8,0.93,50.5,0
270126,34,200,74.92,23.371597,-4.337961,36.572346,43.618641,-0.737868,-1.472502,41.583565,41.616169,43.067564,-89.411515,,4,14.8,0.93,50.5,0
270629,34,200,74.92,25.053391,0.894287,35.83823,43.736149,0.494913,-1.182593,41.335297,41.355171,43.067564,-89.411515,,4,14.8,0.93,50.5,0
271132,34,200,74.92,23.371597,-5.552589,35.678059,43.011471,1.718619,-1.097169,41.113194,41.163723,43.067564,-89.411515,,4,14.8,0.93,50.5,0
271635,34,200,74.92,8.422318,-13.24079,38.267487,41.360058,2.499185,-1.402027,41.016026,41.116005,43.067564,-89.411515,,4,14.8,0.93,50.5,0
272138,34,200,74.92,-2.495996,-2.963161,41.2173,41.398987,2.73517,-1.280831,41.025101,41.136124,43.067564,-89.411515,,4,14.8,0.93,50.5,0
272641,34,200,74.92,-3.657234,10.664709,40.830219,42.358212,2.912959,-0.796581,41.002682,41.113743,43.067564,-89.411515,,4,14.8,0.93,50.5,0
273145,34,200,74.92,-3.523759,18.659904,37.960491,42.445351,3.066189,-0.038439,40.875614,40.990475,43.067564,-89.411515,,4,14.8,0.93,50.5,0
273648,34,200,74.92,-3.336893,12.026161,39.989323,41.891636,3.254123,0.331021,40.85746,40.988178,43.067564,-89.411515,,4,14.8,0.93,50.5,0
274151,34,200,74.92,-4.418046,12.132942,39.602242,41.65411,3.278148,0.605981,40.858528,40.994301,43.067564,-89.411515,,4,14.8,0.93,50.5,0
274654,34,200,74.92,-0.867592,17.765617,38.58783,42.489887,3.294699,0.867594,40.837173,40.97905,43.067564,-89.411515,,4,14.8,0.93,50.5,0
275157,34,200,74.92,2.229044,18.099306,38.027229,42.173733,3.433514,1.089163,40.795528,40.95425,43.067564,-89.411515,,4,14.8,0.93,50.5,0
275660,34,200,74.92,-0.347037,21.062468,36.572346,42.205265,3.478896,1.525896,40.641232,40.818386,43.067564,-89.411515,,4,14.8,0.93,50.5,0
276163,34,200,74.92,-4.391351,24.652964,34.890553,42.946514,3.487972,2.29525,40.376949,40.592266,43.067564,-89.411515,,4,14.8,0.93,50.5,0
276666,34,200,74.92,-7.608116,24.439404,34.556862,43.004005,3.183647,3.275496,40.072624,40.332119,43.067564,-89.411515,,4,14.8,0.93,50.5,0
277170,34,200,74.92,-6.513615,21.649761,36.665779,43.075733,2.934849,4.264818,39.824894,40.159985,43.067564,-89.411515,,4,14.8,0.93,50.5,0
277673,34,200,74.92,-4.578217,18.432995,38.547787,42.972866,2.562184,5.165512,39.643368,40.060501,43.067564,-89.411515,,4,14.8,0.93,50.5,0
278176,34,200,74.92,-5.325681,17.778965,39.148426,43.324978,2.222622,6.048053,39.459705,39.982338,43.067564,-89.411515,,4,14.8,0.93,50.5,0
278680,34,200,74.92,3.203417,10.784838,40.910305,42.429089,2.162291,6.636414,39.34705,39.96133,43.067564,-89.411515,,4,14.8,0.93,50.5,0
279186,34,200,74.92,-4.004272,14.281901,39.975975,42.639011,1.902281,7.500803,39.215176,39.971375,43.067564,-89.411515,,4,14.8,0.93,50.5,0
279689,34,200,74.92,6.607048,9.036305,41.297386,42.78764,2.029883,8.0598,39.12014,39.993328,43.067564,-89.411515,,4,14.8,0.93,50.5,0
280192,34,200,74.92,2.389215,8.355579,41.417515,42.319435,2.061384,8.559533,39.045395,40.025715,43.067564,-89.411515,,4,14.8,0.93,50.5,0
280695,34,200,74.92,3.750668,3.150027,41.87133,42.156834,2.16763,8.90924,39.012291,40.075329,43.067564,-89.411515,,4,14.8,0.93,50.5,0
281198,34,200,74.92,1.841965,4.591565,41.737854,42.030033,2.31125,9.195412,38.956234,40.09346,43.067564,-89.411515,,4,14.8,0.93,50.5,0
281701,34,200,74.92,5.99306,3.430326,41.364124,41.936554,2.50132,9.53177,38.917793,40.146057,43.067564,-89.411515,,4,14.8,0.93,50.5,0
282204,34,200,74.92,9.543513,1.775227,40.683395,41.825455,2.588346,9.902833,38.888428,40.212875,43.067564,-89.411515,,4,14.8,0.93,50.5,0
282708,34,200,74.92,17.538708,-1.094501,38.73465,42.534424,2.35503,10.032571,38.974918,40.314301,43.067564,-89.411515,,4,14.8,0.93,50.5,0
283211,34,200,74.92,12.880406,0.173518,40.176189,42.190769,1.868111,10.00374,39.148437,40.449535,43.067564,-89.411515,,4,14.8,0.93,50.5,0
283714,34,200,74.92,15.616658,1.241324,39.268555,42.27813,1.557913,10.275496,39.292057,40.643311,43.067564,-89.411515,,4,14.8,0.93,50.5,0
284217,34,200,74.92,15.136146,1.775227,39.054993,41.923103,1.826466,10.876138,39.323559,40.840771,43.067564,-89.411515,,4,14.8,0.93,50.5,0
284720,34,200,74.92,7.58142,1.42819,40.149494,40.883976,2.229563,11.051792,39.280846,40.866833,43.067564,-89.411515,,4,14.8,0.93,50.5,0
285223,34,200,74.92,10.998399,-4.151094,38.574482,40.326008,2.815788,10.45916,39.190617,40.659897,43.067564,-89.411515,,4,14.8,0.93,50.5,0
285726,34,200,74.92,11.278698,-4.044314,39.161774,40.953754,3.407887,9.550991,39.23867,40.527874,43.067564,-89.411515,,4,14.8,0.93,50.5,0
286229,34,200,74.92,11.558996,-1.414842,39.402031,41.086887,4.003722,9.01335,39.215179,40.436378,43.067564,-89.411515,,4,14.8,0.93,50.5,0
286733,34,200,74.92,7.447945,-1.174586,40.469837,41.166241,4.478362,8.48105,39.249882,40.404667,43.067564,-89.411515,,4,14.8,0.93,50.5,0
287236,34,200,74.92,7.287774,-0.840897,40.723438,41.378944,4.804576,7.73679,39.335308,40.375839,43.067564,-89.411515,,4,14.8,0.93,50.5,0
287739,34,200,74.92,6.727176,-3.256807,40.483185,41.167343,4.984502,6.882545,39.433544,40.338802,43.067564,-89.411515,,4,14.8,0.93,50.5,0
288242,34,200,74.92,6.486919,-0.707421,40.45649,40.979362,5.25786,6.01175,39.588913,40.386486,43.067564,-89.411515,,4,14.8,0.93,50.5,0
288745,34,200,74.92,7.154298,-2.576081,40.309666,41.020596,5.719687,4.922588,39.805676,40.514671,43.067564,-89.411515,,4,14.8,0.93,50.5,0
289248,34,200,74.92,8.088628,-0.160171,40.670048,41.466908,6.347556,3.938605,40.050201,40.740921,43.067564,-89.411515,,4,14.8,0.93,50.5,0
289751,34,200,74.92,9.423386,-1.895355,40.363056,41.491791,6.985036,2.9968,40.198093,40.910366,43.067564,-89.411515,,4,14.8,0.93,50.5,0
290254,34,200,74.92,6.967432,-2.816338,40.723438,41.411053,7.446862,2.146827,40.285118,41.023838,43.067564,-89.411515,,4,14.8,0.93,50.5,0
290758,34,200,74.92,9.383343,-4.538174,40.349709,41.674225,8.035223,1.254141,40.333172,41.144897,43.067564,-89.411515,,4,14.8,0.93,50.5,0
291261,34,200,74.92,6.954084,-3.830753,40.60331,41.372246,8.18525,0.669517,40.320892,41.148766,43.067564,-89.411515,,4,14.8,0.93,50.5,0
291767,34,200,74.92,12.613455,-6.54031,38.707954,41.233246,8.849959,-0.163371,40.270172,41.231483,43.067564,-89.411515,,4,14.8,0.93,50.5,0
292271,34,200,74.92,10.077416,-4.17779,39.66898,41.141659,8.988773,-0.691935,40.205032,41.203415,43.067564,-89.411515,,4,14.8,0.93,50.5,0
292774,34,200,74.92,19.113722,0.106781,37.6535,42.227146,9.657754,-1.021887,40.054474,41.215015,43.067564,-89.411515,,4,14.8,0.93,50.5,0
293277,34,200,74.92,16.857983,-0.427122,38.267487,41.818352,10.182047,-1.164973,39.91032,41.205154,43.067564,-89.411515,,4,14.8,0.93,50.5,0
